000, 1
001, 1
002, 1
003, 1
004, 1
005, 1
006, 1
007, 1
008, 1
009, 1
010, 1
011, 1
012, 1
013, 1
014, 1
015, 1
016, 1
017, 1
018, 1
019, 1
020, 1
021, 1
022, 1
023, 1
024, 1
025, 1
026, 1
027, 1
028, 1
029, 1
030, 1
031, 1
032, 1
033, 1
034, 1
035, 1
036, 1
037, 1
038, 2
039, 2
040, 2
041, 2
042, 2
043, 2
044, 2
045, 2
046, 2
047, 2
048, 2
049, 2
050, 2
051, 2
052, 2
053, 2
054, 2
055, 2
056, 2
057, 2
058, 2
059, 2
060, 2
061, 2
062, 2
063, 2
064, 2
065, 2
066, 2
067, 2
068, 2
069, 2
070, 2
071, 2
072, 2
073, 2
074, 2
075, 2
076, 3
077, 3
078, 3
079, 3
080, 3
081, 3
082, 3
083, 3
084, 3
085, 3
086, 3
087, 3
088, 3
089, 3
090, 3
091, 3
092, 3
093, 3
094, 4
095, 4
096, 4
097, 4
098, 4
099, 4
100, 4
101, 4
102, 4
103, 4
104, 4
105, 4
106, 4
107, 4
108, 4
109, 4
110, 4
111, 4
112, 4
113, 4
114, 5
115, 5
116, 5
117, 5
118, 5
119, 5
120, 5
121, 5
122, 5
123, 5
124, 5
125, 5
126, 5
127, 5
128, 5
129, 5
130, 5
131, 5
132, 5
133, 0
134, 0
135, 0
136, 0
137, 0
138, 0
139, 0
140, 0
141, 0
142, 0
143, 0
144, 0
145, 0
146, 0
147, 0
148, 0
149, 0
150, 0
151, 0
152, 0
